zcrtname,zstate1,zcity3
China,Shaanxi,Huxian
Unknown,Sichuan,Peng Xian
China,shandong,tanyizhen
China,ningxia hui,tongxin county
China,Hubei,Danjiangkou
Unknown,Shandong,Changlezhen Weifang
Unknown,Jiangsu,Shuchengzhen
China,shandong,shuiwanzhen
Unknown,Xinjiang Uygur,Aksu
China,Jiangxi,Qingjiang
China,Anhui,Jieshou
Unknown,Chongqing,Lianhezhen
China,qinghai,yushu
China,Yunnan,Yunjinghong
China,Shandong,Gaotang Xian
China,hainan,lingshanzhen
China,Gansu,Jiayuguan City
China,sichuan,jinlongxiang luzhou
China,Tianjin,Xingchengzhen
Unknown,Guangdong,Shiqiao
China,Shandong,Daiwangzhen
China,Yunnan,Xiangchengzhen
China,Hubei,Yuanlin
China,Guangdong,Jingmen
China,xinjiang uygur,jimusa\u0027erzhen
China,shandong,xiwang
China,gansu,wushan xian
China,hunan,baishu
China,guangdong,pinglingzhen
Unknown,Shandong,Guangraozhen
Unknown,Heilongjiang,Wanggangzhen
China,anhui,xianxiazhen
Unknown,Jilin,Shulan
Unknown,Tianjin,Jinghai County
Unknown,Sichuan,Wenlinzhen
Unknown,Guangdong,Shapingzhen Jiangmen
Unknown,Zhejiang,Linan
Unknown,Henan,Zijinglu
China,Guangdong,Xiaotang
Unknown,Qinghai,Haidong
Unknown,Heilongjiang,Xinlin Qu
Unknown,Jiangsu,Beicheng
Unknown,Fujian,Yongan
Unknown,Zhejiang,Xitangzhen
China,Fujian,Shenhuzhen
China,Shanghai,Hongkou Qu
China,Jiangsu,Suichengzhen
China,guangxi zhuang,bailan
Unknown,Hunan,Jinshi
China,Liaoning,Xiaoshizhen
China,Shandong,Fangchengzhen Linyi
Unknown,Sichuan,Bazhou
China,jiangsu,tianchang
Unknown,Hebei,Wenanzhen
Unknown,Shanxi,Yuxian
China,yunnan,mangshizhen
China,Chongqing,Yongchuan Qu
Unknown,Xinjiang Uygur,Burqinzhen
China,Zhejiang,Dongyang
Unknown,Jiangsu,Maigaoqiao
China,Guangxi Zhuang,Lingcheng
Unknown,Hebei,Qingzhouzhen
China,Jiangsu,Yangzhong
Unknown,Inner Mongolia,Mandulatuzhen
China,Shaanxi,Sanqiao
Unknown,Tianjin,Xiaozhanzhen
Unknown,Zhejiang,Yuhang Qu
China,guizhou,wuyangzhen
China,Anhui,Tianchang
China,Jiangxi,Qiannan
China,xinjiang uygur,shache county
Unknown,Sichuan,Baiyu Xian
Unknown,Hebei,Changlizhen
Unknown,Unknown,Tiehkungchang
China,Gansu,Hezuo
Unknown,Jiangsu,Jinshazhen
China,Shandong,Yinan
China,Sichuan,Chengxiangzhen Liangshan
Unknown,Shaanxi,Xixiang
Unknown,Jilin,Fuyu
China,henan,jiajinkouzhen
China,Hebei,Luanzhouzhen
Unknown,Jiangsu,Xinxi
China,Heilongjiang,Bolizhen
China,Guangdong,Liaobuzhen
China,Shandong,Shidaozhen
China,shandong,fushanzhen tai\u0027an
China,guangxi zhuang,hepu county
China,jilin,leshanzhen
China,hebei,yangyuan xian
China,yunnan,pu\u0027er city
China,guangxi zhuang,rong\u0027an
China,henan,anpingzhen
China,sichuan,donghuzhen
China,guizhou,kaiyang county
China,liaoning,lidianzhen
China,jilin,yitong
China,Fujian,Longxun
China,anhui,shucheng xian
China,yunnan,zhanyi xian
China,Zhejiang,Changanzhen Jiaxing
China,inner mongolia,maixinzhen
China,hebei,dalu
China,jiangsu,fenghuangzhen
China,shandong,yiyuan xian
China,anhui,shabu
China,zhejiang,gaoqiaozhen jiaxing
China,sichuan,jiang\u0027an county
China,guizhou,daxing
China,shaanxi,taijihezhen
China,henan,zaocunxiang
China,Shandong,Longkou
China,fujian,fengshanzhen zhangzhou
China,anhui,jingde
China,guangxi zhuang,sidingzhen
China,guizhou,panxian
China,heilongjiang,taihecun
China,gansu,fujiazhen
China,shaanxi,lantian xian
China,tianjin,qingguangzhen
China,heilongjiang,sa ertu qu
China,jiangxi,gunanxiang
China,zhejiang,renhezhen
China,heilongjiang,raohe county
China,liaoning,changtu xian
China,anhui,tangquanxiang
China,zhejiang,wuzhenzhen
China,liaoning,zhujiafangzhen
China,liaoning,xiangyingzhen
China,guangxi zhuang,rong an
China,shanxi,yubicun
China,tianjin,duliuzhen
China,jiangxi,yujiang district
China,henan,chunshugang
China,hebei,ansuzhen
Unknown,Liaoning,Yebaishouzhen
China,shandong,xiazhen
China,shanxi,hequ xian
China,anhui,dongshimencun
China,fujian,taining xian
China,shanxi,wenxi
China,yunnan,luchuan yizu miaozu aut county
China,sichuan,anguan
China,shanghai,jiutingzhen
Unknown,Jilin,Xiaosiping
China,Jiangsu,Xucheng
China,jilin,anle
China,heilongjiang,taikang
China,ningxia hui,jingyuan xian
China,henan,zhimawaxiang
China,sichuan,qingyang
China,jiangsu,zhuhuzhen
China,sichuan,anjingzhen
China,shanxi,guxianzhen qinxian
China,hunan,lukou district
China,gansu,xinchengxiang qingyang
China,shandong,weiqiaozhen
China,zhejiang,lutouzhen
China,hunan,caojiazhen
China,tianjin,chagugangzhen
China,shaanxi,qindongzhen
China,gansu,qilihe qu
China,guizhou,pianpoxiang
China,hebei,daceyingzhen
China,henan,baiyangzhen
China,guangdong,dananshanzhen
China,henan,baimiaoxiang shangqiu
China,hebei,beidaihe
China,guangxi zhuang,teng county
China,heilongjiang,yangming district
China,chongqing,yanjingzhen
China,henan,zuochengxiang
China,yunnan,chengjiang county
China,hunan,yuhuaxiang
China,fujian,xianjiazhen
China,zhejiang,qianwuxiang
China,gansu,xiyuxiang
China,jilin,shanhecun
China,yunnan,jingdong yizu aut county
China,hubei,xintangxiang
China,guangdong,chunwanzhen
China,jiangsu,tangwangxiang
China,jiangsu,gaocheng
China,yunnan,xinhuaxiang yuxi
China,anhui,shizigangxiang
China,fujian,shenhuzhen
China,sichuan,yantan district
China,zhejiang,changshan county
China,henan,digou
China,jilin,antu county
China,shaanxi,angou
China,Liaoning,Qianyangzhen
China,guangxi zhuang,shinanzhen
China,hebei,liuzhuoxiang
China,guizhou,baike
China,hubei,yanduhe
China,hunan,tiantangzhen
China,shandong,jiucheng
China,hunan,lengshuitan
China,tibet,nedong district
China,anhui,zongyang xian
China,gansu,huining xian
China,hunan,dachengqiaozhen
China,hunan,shuqike
China,guangxi zhuang,baoweixiang
China,sichuan,dongxing
China,hunan,sangongqiaoxiang
China,yunnan,laboxiang
China,guangxi zhuang,cenchengzhen
China,guizhou,jichangxiang dafang
China,guangdong,shaoyang
China,yunnan,ninger
China,guangdong,zhilongzhen
China,shanxi,qinquanzhen
China,Hunan,Miluo Chengguanzhen
Unknown,Shandong,Linqing
China,henan,macun qu
China,Henan,Kaiyuan
China,hebei,dingxingzhen
China,guizhou,qianxi\u0027nan aut prefecture
China,zhejiang,shangxi
China,shandong,liquanzhuangzhen
China,shandong,feixian
China,shandong,jiagezhen
China,shanxi,huguan
China,jiangxi,lianhua county
China,anhui,shibalipuzhen
Unknown,Heilongjiang,Jixian Xian
China,henan,wangcunzhen xinxiang
China,guizhou,beimen
China,hainan,jianfeng
China,Anhui,Funan Xian
China,sichuan,yangliuzhen
China,hebei,zhangbaiwanzhen
China,jiangxi,tonggu county
China,guangxi zhuang,pinggui district
China,anhui,daba
China,shandong,duanbolanzhen
China,jiangsu,zhuhangzhen
China,chongqing,tangjiatuo
China,hunan,shiniu
China,jiangxi,shuibianzhen
China,hubei,qingquanzhen
China,jiangsu,yaojizhen
China,shandong,bopingzhen
China,henan,liuguzhen
China,jiangsu,futian
China,shandong,guyunzhen
China,gansu,jiangjiawan
China,henan,tongbai chengguanzhen
China,jiangxi,wudangzhen
China,hebei,fangshunqiaoxiang
China,guangxi zhuang,paolixiang
China,tibet,maizhokunggar county
China,henan,dongjiaoxiang
China,chongqing,nan\u0027an
China,Guangdong,Jianggaozhen
China,zhejiang,simenzhen
Unknown,Chongqing,Guixizhen
China,guizhou,maguanzhen
China,hubei,erchengzhen
China,sichuan,anju
China,jiangxi,yiyang xian
China,heilongjiang,jixian
China,gansu,guanghui
China,xinjiang uygur,bayituohaixiang
China,yunnan,yuezhouzhen
China,inner mongolia,mandalt
China,Hebei,Luanhezhen
China,hunan,hongkouzhou
China,yunnan,nanshazhen
China,hebei,hanchengzhen
China,shaanxi,zhifanggou
China,jiangxi,baimei
China,Hunan,Lantian
China,inner mongolia,uxin banner
China,henan,guxingzhen
China,sichuan,xinqiaozhen suining
China,zhejiang,chai\u0027ao
China,guizhou,tianxingxiang
China,fujian,baishacun
China,jiangxi,ganzhu
China,hebei,nanzhangzhen
Unknown,Guangdong,Zengcheng
China,hunan,baiguo
China,sichuan,shiyangzhen ya\u0027an
China,jiangxi,xingan county
China,sichuan,dong district
China,sichuan,luchangzhen
China,hubei,henggoushizhen
China,gansu,changya
Unknown,Anhui,Fengtai Xian
China,hubei,zhuogangzhen
China,jilin,xiweizhen
China,gansu,chenma
China,guangxi zhuang,luzhaizhen
China,Anhui,Nihezhen Huainan
China,sichuan,weizhiluoxiang
China,hubei,xindi
China,anhui,shenxiangzhen
Unknown,Shanxi,Fenyang
China,hunan,baiguoshixiang
China,inner mongolia,zhengxiangbai qi
China,anhui,huangkouzhen
China,xinjiang uygur,yengisar
China,tianjin,dawangzhuang
China,hunan,maotangzhen
China,shanxi,luhua
China,Zhejiang,Chongfuzhen
China,liaoning,wuhuanchizhen
China,shaanxi,zichang county
Unknown,Henan,Panlongzhen
China,shaanxi,xunyi xian
China,tibet,quxu xian
China,sichuan,dechang
China,Tianjin,Tanggu
China,guizhou,gaopo
China,hebei,kulongshanxiang
China,chongqing,dongyangzhen
China,xinjiang uygur,manas xian
China,yunnan,tangzizhen
China,fujian,dayuan
China,guizhou,baishui
China,yunnan,jiangna
Unknown,Hunan,Linwu Xian
China,hebei,heishansixiang
China,gansu,suzhou district
China,jiangsu,changfeng
China,henan,mutongxiang
China,shanxi,shanyin
China,liaoning,qingshuizhen
China,hubei,xiaochang xian
China,zhejiang,anji
China,jiangxi,guangfeng district
China,heilongjiang,zhaozhou county
China,liaoning,shiqiaozizhen
China,jiangsu,andong
China,sichuan,pingchang xian
China,sichuan,dongguan
China,hubei,baokang
China,hunan,daoxian county
China,Shanxi,Wenshui
China,liaoning,baitabaozhen
China,xinjiang uygur,pishan
Unknown,Shaanxi,Tongguan
China,shandong,shiqiangzhen
China,hebei,cheng\u0027an county
China,jiangsu,nanzhazhen wuxi
China,guangxi zhuang,liangjiangzhen laibin
China,shaanxi,dahekanzhen
China,guangdong,hualin
China,guizhou,dashan
China,Jiangxi,Fengcheng
China,hunan,shimen xian
China,fujian,aihecun
China,fujian,duxunzhen
China,jiangxi,lianhua
China,qinghai,gaomiaozhen
China,shaanxi,leilongwanxiang
China,heilongjiang,nenjiang county
China,henan,dazhouzhen
China,jiangsu,caochang
China,shandong,kenlizhen
China,guangxi zhuang,shangduzhen
China,shandong,sunjiatuanzhen
China,shanxi,xiyanzhen yangquan
Unknown,Beijing,Tong Xian
China,hebei,hegumiaozhen
China,fujian,zhukouzhen
China,zhejiang,xingqiao
China,tianjin,ninghe qu
China,guangdong,yunyanzhen
China,Inner Mongolia,Yakeshi
China,guizhou,zhaoxingxiang
China,jilin,maolinzhen
China,Guangdong,Anbuzhen
China,jiangsu,shiliuzhen
China,Tianjin,Tanghaizhen
China,jiangsu,beigouzhen
China,shandong,tianzhuangzhen heze
China,hebei,weixian xingtai
China,sichuan,fushun
China,anhui,zhuxiangzhen
Unknown,Heilongjiang,Youyizhen
China,hubei,chongyang county
China,shandong,tai\u0027erzhuang
China,hunan,hehuaxiang
China,Guangdong,Xinchengzhen
China,shanxi,lougouxiang
Unknown,Liaoning,Haicheng
China,shanxi,peicunxiang
China,anhui,zongyangzhen
Unknown,Shandong,Yancheng
China,zhejiang,fengchuanzhen
China,jiangsu,donghai xian
China,Shandong,Jiao Xian
China,yunnan,dajie
China,chongqing,baixiang
China,jilin,qian\u0027an county
China,jiangsu,quanshan qu
Unknown,Inner Mongolia,Labudalin
China,inner mongolia,oroqen zizhiqi
China,fujian,liancheng county
China,fujian,bali
China,hunan,nanshan
China,henan,wuyang xian
China,sichuan,mutouxiang
China,guangxi zhuang,xiyanzhen
China,guangdong,yueshanzhen
China,guizhou,longba
China,henan,liuzhai
China,henan,dayuan
China,heilongjiang,mulan
China,yunnan,bianhe
China,fujian,bihoucun
China,hunan,baishizhen xiangtan
China,hunan,chazishan
China,gansu,dongwan
China,shaanxi,yangshugou
China,guangxi zhuang,xiangzhou xian
China,hubei,chibazhen
China,fujian,datian county
China,henan,mangzhongqiaoxiang
China,shanxi,beiduwu
China,hebei,hezhaoxiang
China,jiangsu,cuiqiao
China,jiangxi,hufangzhen nanchang
China,sichuan,peng\u0027an xian
China,jiangsu,linhaizhen
China,henan,guanduzhen
China,shanghai,lulou
China,zhejiang,puyang
China,guangdong,guangdong
China,zhejiang,hutian
China,Hebei,Changshouzhen
Unknown,Jiangsu,Jiangdu Qu
Unknown,Jilin,Jingyuezhen
China,tianjin,tanghaizhen
China,shanxi,dietaisixiang
China,sichuan,jianchengzhen
Unknown,Shandong,Jiaxiangzhen
China,hebei,longtoushanxiang
China,fujian,yangxiazhen
China,Shandong,Qixia
China,hebei,dabaichizhen
China,No Data,xigu
China,Hebei,Sangyuanzhen Cangzhou
China,guizhou,longchangzhen kaili
China,beijing,haidian
China,Guangdong,Mazhang Qu
China,Guangdong,Longjiangzhen Huilai
Unknown,Anhui,Lujiang Xian
China,jiangsu,xihuzhen
China,tianjin,guankeng
China,hainan,nanbaozhen
China,guangdong,tanxizhen
China,shandong,yinglizhen weifang
China,guangxi zhuang,long\u0027an county
China,hubei,xiaxindianzhen
China,henan,xizhaixiang
China,yunnan,mengmanxiang
China,guangdong,pingyuan
China,guangxi zhuang,dajiangzhen
China,sichuan,muchuan xian
China,shanghai,sheshanzhen
China,henan,yongxingxiang
China,hebei,zhangduanguzhen
China,hubei,dianjun
China,hubei,fenshuizhen
China,shanxi,beixiangzhen
China,shandong,zhengdianzhen
China,zhejiang,huzhenzhen lishui
China,liaoning,sanglinzhen
China,fujian,hangchuanzhen
China,henan,bukou
China,guangdong,sanshui
China,jiangsu,shitangwanzhen
China,henan,anzigou
China,tibet,doilungdêqên district
China,anhui,jingxian county
China,anhui,bowangzhen
China,shandong,beijiaozhen
China,hebei,shuchengzhen
Unknown,Shanxi,Xincheng
China,hunan,shifeng qu
China,guizhou,xintianzhaicun
China,shaanxi,anlehe
China,hunan,wuxizhen xiangxi
China,fujian,bangshanzhen
China,shandong,jiaolaizhen
China,anhui,wangyingxiang
China,jiangxi,tuanlinxiang
China,shandong,fenghuangzhen
Unknown,Guangxi Zhuang,Qingyuanzhen
China,shandong,xiacunzhen
China,hubei,chengguanzhen dawu
Unknown,Liaoning,Xingcheng
China,anhui,chenjixiang bengbu
China,Sichuan,Baiyu Xian
China,guangxi zhuang,babai
China,hunan,anhongxiang
China,sichuan,jinyuzhen
China,shaanxi,meixian
China,shanxi,pingshun
China,henan,chengxiangxiang
China,zhejiang,qianyuanzhen
China,hubei,buhezhen
China,jiangxi,wannian xian
China,fujian,zhao\u0027an county
China,liaoning,laguxiang
China,henan,mangshanzhen luoyang
China,zhejiang,tongfuxiang
China,fujian,dafu
China,jiangxi,shangbuzhen
China,yunnan,xinping yizu daizu zizhixian
China,shanghai,gaohangzhen
China,liaoning,fakuzhen
China,sichuan,yujinzhen
China,guangxi zhuang,longan county
China,jiangxi,lianhuxiang
China,gansu,linze
China,tianjin,gaocun
China,guangxi zhuang,quanzhou
China,hunan,dingjia
China,henan,guoyuanxiang
China,shanxi,linjin
China,shaanxi,huanglong county
China,jiangsu,binjiang
China,shaanxi,laojunzhen
China,henan,zoulou
China,gansu,huachi county
China,zhejiang,linpuzhen
China,sichuan,lingguanzhen
China,hubei,pengsizhen
China,jiangxi,zuokeng
China,shaanxi,baijiexiang
China,Hainan,Baimajingzhen
China,Jilin,Panshi
Unknown,Beijing,Mentougou
China,shaanxi,shidezhen
China,henan,huzhuangxiang
China,Guangdong,Lubaozhen
China,Sichuan,Liucheng
China,gansu,haishiwanzhen
China,hunan,shaodong county
China,zhejiang,baixianxiang
China,shanghai,luwan
China,shanxi,anwo
China,guangdong,sanjiaozhen zhongshan
China,henan,huolongzhen
China,fujian,yongtai xian
China,chongqing,nanquanzhen
China,xinjiang uygur,gongliu
China,hunan,xiangshuixiang
China,tianjin,shuangtashanzhen
China,sichuan,qinghua
China,yunnan,nanjianzhen
China,chongqing,biquan
China,Guangxi Zhuang,Xinjing
China,anhui,chendazhen
China,Sichuan,Gaoping Qu
Unknown,Jiangsu,Niushanzhen
China,xinjiang uygur,kansuxiang
China,xinjiang uygur,shufu
China,fujian,donghuzhen
China,shandong,moshanzhen
China,jiangsu,houbaizhen
China,hebei,luanhezhen
China,henan,chenmiao
China,yunnan,yuanjiang hanizu yizu daizu zizhixian
China,yunnan,xinansuozhen
China,Shandong,Ningyang
China,anhui,huangshan city
China,hubei,yinjixiang
Unknown,Guangdong,Shahe
China,gansu,jingning xian
China,hunan,xinhua xian
China,yunnan,funing xian
China,fujian,neikengzhen
China,gansu,hongshuizhen baiyin
China,Xinjiang Uygur,Barenzhen
China,jilin,dongfeng xian
Unknown,Sichuan,Yueyangzhen
China,Jiangsu,Xugou
Unknown,Heilongjiang,Bolizhen
Unknown,Guangdong,Yanbu
China,jiangsu,dali
China,liaoning,yinjiaxiang
China,guangdong,andong
China,beijing,yongshunzhen
China,tianjin,chentangzhuang
China,anhui,baota
Unknown,Hubei,Longzhouping
China,shaanxi,yichuan
China,ningxia hui autonomous region,shajiang
China,Shandong,Xuecheng Qu
China,Heilongjiang,Lanxizhen
China,Chongqing,Dazu Qu
China,fujian,muyunxiang
China,Jiangsu,Maojiazhen
China,guizhou,jinsha
Unknown,Hebei,Qizhouzhen
China,Henan,Gushi
China,hebei,dafenggu
China,Shandong,Fangzi Qu
China,Hubei,Shashi
Unknown,Guangdong,Liaobuzhen
Unknown,Guangdong,Shiwanzhen Foshan
China,Zhejiang,Zhichengcun
China,Guizhou,Longshanzhen Qiannan
China,jiangsu,luoyangzhen changzhou
Unknown,Henan,Yongcheng
China,shanxi,baotou
Unknown,Guangdong,Lubaozhen
China,hubei,wujiaxiang
China,guizhou,banqiao
China,Hunan,Lengshuitan
China,hebei,beichen
Unknown,Zhejiang,Longyuan
China,xinjiang uygur,ku\u0027e\u0027erqisizhen
China,hebei,jiaonan
China,Jiangsu,Sheyang
Unknown,Guangdong,Yangmingzhen
China,jiangxi,yanshan xian
China,fujian,qingyuanxiang
China,jiangsu,daxinzhen
Unknown,Shanxi,Wenshui
China,hunan,yanfeng qu
China,chongqing,tushanzhen
China,yunnan,jiangchuan xian
China,shanxi,lanchengzhen
China,guangxi zhuang,zhangmuxiang
China,heilongjiang,lanxizhen
Unknown,Shanxi,Jiaocheng Xian
China,tibet,gar county
China,fujian,yinglinzhen
China,yunnan,shiqi
China,shandong,lingshanzhen
China,ningxia hui,longde
China,hubei,huangtugangzhen
China,zhejiang,longquancun
China,sichuan,zoige county
China,hebei,wobeizhen
China,Sichuan,Zhoukou
China,jiangxi,chengtou
China,shaanxi,zhashui county
China,guangxi zhuang,jingmen
China,jiangxi,xujiaduzhen
China,jiangxi,yuanzhou qu
China,yunnan,dongguazhen
China,guizhou,liuguanzhen
China,henan,yucheng xian
China,shandong,lijin xian
China,Henan,Sui Xian Chengguanzhen
China,hubei,dawu xian
China,guizhou,baiduoxiang
China,anhui,digang
China,henan,guxianzhen luoyang
China,guangdong,hechengzhen
Unknown,Hebei,Ningjin
China,xinjiang uygur,kizilsu kirgiz aut prefecture
China,guangdong,tangnanzhen
China,hainan,baisha lizu aut county
China,shaanxi,huangfu
China,jiangsu,heshizhen
China,zhejiang,xukouzhen
China,sichuan,yalaxiang
China,hainan,sancaizhen
China,chongqing,shuituzhen
China,fujian,zinizhen
China,heilongjiang,fengshouxiang
China,Guangxi Zhuang,Lianzhouzhen
China,hubei,guanyindangzhen
China,anhui,qianshan county
China,hubei,haoxuezhen
China,hebei,gu anzhen
China,hunan,jianjialongxiang
China,shanxi,xing county
China,jiangxi,sipuxiang
China,guangdong,leilingzhen
China,anhui,suixizhen
China,shanxi,qi county
Unknown,Shandong,Liangshanzhen
Unknown,Hebei,Hejian
Unknown,Hebei,Jingzhou
China,jilin,yanbian korean autonomous prefecture
China,sichuan,sipoxiang
China,jilin,yongjiaxiang
China,shanghai,huaxinzhen
China,guizhou,maijiazhen
China,Unknown,Juegang
China,sichuan,guangmingzhen
China,Sichuan,Fengmingzhen Meishan
China,shandong,cuizhaizhen
Unknown,Jiangxi,Guixi
Unknown,Guizhou,Xishui Xian
China,shanxi,hunyuan xian
China,shaanxi,yongshou county
China,Shandong,Shizhong Qu Zaozhuang
Unknown,Zhejiang,Sandunzhen
China,hebei,beigaozhen
Unknown,Shanxi,Gaoping
China,guangxi zhuang,bahexiang
China,guangxi zhuang,beilou
China,sichuan,zhangzhazhen
Unknown,Fujian,Shima
China,Hubei,Xinjiangkouzhen
China,liaoning,zhen\u0027an district
China,henan,songgangxiang
Unknown,Guizhou,Fengyizhen
Unknown,Shandong,Xuecheng
China,hebei,jingjiazhuangxiang
Unknown,Sichuan,Baixizhen
China,liaoning,maojiadian
China,jiangxi,xitouxiang
China,Zhejiang,Wenyanzhen
China,tibet,mêdog county
China,hebei,wanquan
China,shanxi,shangdang district
China,shanxi,dingxiang xian
China,shandong,linyizhen
China,jiangsu,haian county
China,heilongjiang,hongqizhen xinxing
China,shaanxi,longxian
China,yunnan,lin\u0027an
China,shandong,changchengzhen weifang
China,sichuan,xianglinxiang
China,inner mongolia,ningcheng xian
China,tianjin,guoyuan xincun
China,Anhui,Dianbuzhen
China,jiangsu,jinwan
China,tianjin,shuangjiezhen
China,guangdong,yetanzhen
China,jiangsu,xinqiaozhen taizhou
China,sichuan,gongxian county
China,hubei,nanhexiang
China,guangdong,longmei
China,yunnan,lin an
China,sichuan,yanbian
China,chongqing,jianshengzhen
China,Guangxi Zhuang,Fuyangzhen
China,guangdong,tianyuanzhen
China,hunan,huayuan
China,hunan,fenshuixiang
China,guangdong,shatianzhen huizhou
China,Hubei,Guangshui
China,shaanxi,linyou county
China,hebei,xinglong
China,hebei,nanqi
China,yunnan,gengma daizu vazu aut county
China,jilin,dongfeng county
China,jiangxi,longchengzhen
China,chongqing,yanshanxiang
China,guizhou,xinyaoxiang
China,shandong,xihuxiang
China,chongqing,shiyanzhen
China,shanxi,anze
China,shandong,jiaonan shi
China,shaanxi,huangbuzhen
China,guangdong,zhongxinzhen heyuan
China,chongqing,baishatuo
China,shandong,xujia
China,anhui,xiquanzhen
China,qinghai,hongshuizhen
