cityname,cityshortname,citypinyin,cityshortpinyin,cityareaname,cityareashortname,provincename,provinceshortname
巴塘县,巴塘,batangxian,batang,甘孜藏族自治州,甘孜藏族自治州,四川,四川
云霄县,云霄,yunxiaoxian,yunxiao,漳州市,漳州市,福建,福建
神池县,神池,shenchixian,shenchi,忻州市,忻州市,山西,山西
烈山区,烈山,lieshanqu,lieshan,淮北市,淮北市,安徽,安徽
荥经县,荥经,yingjingxian,yingjing,雅安市,雅安市,四川,四川
金门县,金门,jinmenxian,jinmen,泉州市,泉州市,福建,福建
天河区,天河,tianhequ,tianhe,广州市,广州市,广东,广东
长寿区,长寿,changshouqu,changshou,重庆市,重庆市,重庆,重庆
邓州市,邓州,dengzhoushi,dengzhou,南阳市,南阳市,河南,河南
盘山县,盘山,panshanxian,panshan,盘锦市,盘锦市,辽宁,辽宁
吴中区,吴中,wuzhongqu,wuzhong,苏州市,苏州市,江苏,江苏
宜兴市,宜兴,yixingshi,yixing,无锡市,无锡市,江苏,江苏
互助土族自治县,互助土族,huzhutuzuzizhixian,huzhutuzu,海东市,海东市,青海,青海
平湖市,平湖,pinghushi,pinghu,嘉兴市,嘉兴市,浙江,浙江
嘉黎县,嘉黎,jialixian,jiali,那曲地区,那曲,西藏,西藏
庐阳区,庐阳,luyangqu,luyang,合肥市,合肥市,安徽,安徽
巴林左旗,巴林左旗,balinzuoqi,balinzuoqi,赤峰市,赤峰市,内蒙古,内蒙古
长泰县,长泰,changtaixian,changtai,漳州市,漳州市,福建,福建
南溪区,南溪,nanxiqu,nanxi,宜宾市,宜宾市,四川,四川
田东县,田东,tiandongxian,tiandong,百色市,百色市,广西,广西
威信县,威信,weixinxian,weixin,昭通市,昭通市,云南,云南
阿尔山市,阿尔山,aershanshi,aershan,兴安盟,兴安盟,内蒙古,内蒙古
乌伊岭区,乌伊岭,wuyilingqu,wuyiling,伊春市,伊春市,黑龙江,黑龙江
洮北区,洮北,taobeiqu,taobei,白城市,白城市,吉林,吉林
昂昂溪区,昂昂溪,angangxiqu,angangxi,齐齐哈尔市,齐齐哈尔市,黑龙江,黑龙江
淮安区,淮安,huaianqu,huaian,淮安市,淮安市,江苏,江苏
诸城市,诸城,zhuchengshi,zhucheng,潍坊市,潍坊市,山东,山东
涿州市,涿州,zhuozhoushi,zhuozhou,保定市,保定市,河北,河北
景东彝族自治县,景东彝族,jingdongyizuzizhixian,jingdongyizu,普洱市,普洱市,云南,云南
八宿县,八宿,basuxian,basu,昌都市,昌都市,西藏,西藏
万年县,万年,wannianxian,wannian,上饶市,上饶市,江西,江西
镇雄县,镇雄,zhenxiongxian,zhenxiong,昭通市,昭通市,云南,云南
德安县,德安,deanxian,dean,九江市,九江市,江西,江西
黔西县,黔西,qianxixian,qianxi,毕节市,毕节市,贵州,贵州
开化县,开化,kaihuaxian,kaihua,衢州市,衢州市,浙江,浙江
中原区,中原,zhongyuanqu,zhongyuan,郑州市,郑州市,河南,河南
苏家屯区,苏家屯,sujiatunqu,sujiatun,沈阳市,沈阳市,辽宁,辽宁
磁县,磁县,cixian,cixian,邯郸市,邯郸市,河北,河北
加格达奇区,加格达奇,jiagedaqiqu,jiagedaqi,大兴安岭地区,大兴安岭,黑龙江,黑龙江
电白区,电白,dianbaixian,dianbai,茂名市,茂名市,广东,广东
含山县,含山,hanshanxian,hanshan,马鞍山市,马鞍山市,安徽,安徽
古冶区,古冶,guyequ,guye,唐山市,唐山市,河北,河北
林西县,林西,linxixian,linxi,赤峰市,赤峰市,内蒙古,内蒙古
瑞安市,瑞安,ruianshi,ruian,温州市,温州市,浙江,浙江
通城县,通城,tongchengxian,tongcheng,咸宁市,咸宁市,湖北,湖北
阿荣旗,阿荣旗,arongqi,arongqi,呼伦贝尔市,呼伦贝尔市,内蒙古,内蒙古
敦化市,敦化,dunhuashi,dunhua,延边朝鲜族自治州,延边朝鲜族自治州,吉林,吉林
和龙市,和龙,helongshi,helong,延边朝鲜族自治州,延边朝鲜族自治州,吉林,吉林
鸡东县,鸡东,jidongxian,jidong,鸡西市,鸡西市,黑龙江,黑龙江
依兰县,依兰,yilanxian,yilan,哈尔滨市,哈尔滨市,黑龙江,黑龙江
扎兰屯市,扎兰屯,zhalantunshi,zhalantun,呼伦贝尔市,呼伦贝尔市,内蒙古,内蒙古
西乌珠穆沁旗,西乌珠穆沁旗,xiwuzhumuqinqi,xiwuzhumuqinqi,锡林郭勒盟,锡林郭勒盟,内蒙古,内蒙古
东胜区,东胜,dongshengqu,dongsheng,鄂尔多斯市,鄂尔多斯市,内蒙古,内蒙古
昆都仑区,昆都仑,kundoulunqu,kundoulun,包头市,包头市,内蒙古,内蒙古
绿园区,绿园,lvyuanqu,lvyuan,长春市,长春市,吉林,吉林
保德县,保德,baodexian,baode,忻州市,忻州市,山西,山西
华池县,华池,huachixian,huachi,庆阳市,庆阳市,甘肃,甘肃
林芝县,林芝,linzhixian,linzhi,林芝市,林芝,西藏,西藏
林周县,林周,linzhouxian,linzhou,拉萨市,拉萨市,西藏,西藏
五河县,五河,wuhexian,wuhe,蚌埠市,蚌埠市,安徽,安徽
淮阳县,淮阳,huaiyangxian,huaiyang,周口市,周口市,河南,河南
薛城区,薛城,xuechengqu,xuecheng,枣庄市,枣庄市,山东,山东
定海区,定海,dinghaiqu,dinghai,舟山市,舟山市,浙江,浙江
临城县,临城,linchengxian,lincheng,邢台市,邢台市,河北,河北
临高县,临高,lingaoxian,lingao,临高县,临高县,海南,海南
闸北区,闸北,zhabeiqu,zhabei,上海市,上海市,上海,上海
滨海新区,滨海新,binhaixinqu,binhaixin,天津市,天津市,天津,天津
黄骅市,黄骅,huanghuashi,huanghua,沧州市,沧州市,河北,河北
历城区,历城,lichengqu,licheng,济南市,济南市,山东,山东
射阳县,射阳,sheyangxian,sheyang,盐城市,盐城市,江苏,江苏
息县,息县,xixian,xixian,信阳市,信阳市,河南,河南
涡阳县,涡阳,woyangxian,woyang,亳州市,亳州市,安徽,安徽
玉山县,玉山,yushanxian,yushan,上饶市,上饶市,江西,江西
霍邱县,霍邱,huoqiuxian,huoqiu,六安市,六安市,安徽,安徽
凤阳县,凤阳,fengyangxian,fengyang,滁州市,滁州市,安徽,安徽
泗洪县,泗洪,sihongxian,sihong,宿迁市,宿迁市,江苏,江苏
濉溪县,濉溪,suixixian,suixi,淮北市,淮北市,安徽,安徽
邛崃市,邛崃,qionglaishi,qionglai,成都市,成都市,四川,四川
平邑县,平邑,pingyixian,pingyi,临沂市,临沂市,山东,山东
仓山区,仓山,cangshanqu,cangshan,福州市,福州市,福建,福建
船营区,船营,chuanyingqu,chuanying,吉林市,吉林市,吉林,吉林
宁江区,宁江,ningjiangqu,ningjiang,松原市,松原市,吉林,吉林
西塞山区,西塞山,xisaishanqu,xisaishan,黄石市,黄石市,湖北,湖北
萧山区,萧山,xiaoshanqu,xiaoshan,杭州市,杭州市,浙江,浙江
华容区,华容,huarongqu,huarong,鄂州市,鄂州市,湖北,湖北
海门市,海门,haimenshi,haimen,南通市,南通市,江苏,江苏
开州区,开州,kaizhouqu,kaizhou,重庆市,重庆市,重庆,重庆
鹿城区,鹿城,luchengqu,lucheng,温州市,温州市,浙江,浙江
永川区,永川,yongchuanqu,yongchuan,重庆市,重庆市,重庆,重庆
樟树市,樟树,zhangshushi,zhangshu,宜春市,宜春市,江西,江西
紫金县,紫金,zijinxian,zijin,河源市,河源市,广东,广东
临猗县,临猗,linyixian,linyi,运城市,运城市,山西,山西
镇原县,镇原,zhenyuanxian,zhenyuan,庆阳市,庆阳市,甘肃,甘肃
通道侗族自治县,通道侗族,tongdaodongzuzizhixian,tongdaodongzu,怀化市,怀化市,湖南,湖南
永年县,永年,yongnianxian,yongnian,邯郸市,邯郸市,河北,河北
兰陵县,兰陵县,lingxian,lingxian,临沂市,临沂,山东,山东
林州市,林州,linzhoushi,linzhou,安阳市,安阳市,河南,河南
汝州市,汝州,ruzhoushi,ruzhou,平顶山市,平顶山市,河南,河南
临沭县,临沭,linshuxian,linshu,临沂市,临沂市,山东,山东
峰峰矿区,峰峰矿,fengfengkuangqu,fengfengkuang,邯郸市,邯郸市,河北,河北
西固区,西固,xiguqu,xigu,兰州市,兰州市,甘肃,甘肃
安丘市,安丘,anqiushi,anqiu,潍坊市,潍坊市,山东,山东
朝天区,朝天,chaotianqu,chaotian,广元市,广元市,四川,四川
绩溪县,绩溪,jixixian,jixi,宣城市,宣城市,安徽,安徽
岳池县,岳池,yuechixian,yuechi,广安市,广安市,四川,四川
城关区,城关,chengguanqu,chengguan,兰州市,兰州市,甘肃,甘肃
高邮市,高邮,gaoyoushi,gaoyou,扬州市,扬州市,江苏,江苏
临漳县,临漳,linzhangxian,linzhang,邯郸市,邯郸市,河北,河北
湘阴县,湘阴,xiangyinxian,xiangyin,岳阳市,岳阳市,湖南,湖南
团风县,团风,tuanfengxian,tuanfeng,黄冈市,黄冈市,湖北,湖北
揭东区,揭东,jiedongxian,jiedong,揭阳市,揭阳市,广东,广东
潮安区,潮安,chaoanxian,chaoan,潮州市,潮州市,广东,广东
岚皋县,岚皋,langaoxian,langao,安康市,安康市,陕西,陕西
青秀区,青秀,qingxiuqu,qingxiu,南宁市,南宁市,广西,广西
凌云县,凌云,lingyunxian,lingyun,百色市,百色市,广西,广西
灵璧县,灵璧,lingbixian,lingbi,宿州市,宿州市,安徽,安徽
灵山县,灵山,lingshanxian,lingshan,钦州市,钦州市,广西,广西
城厢区,城厢,chengxiangqu,chengxiang,莆田市,莆田市,福建,福建
灵川县,灵川,lingchuanxian,lingchuan,桂林市,桂林市,广西,广西
漳平市,漳平,zhangpingshi,zhangping,龙岩市,龙岩市,福建,福建
兰溪市,兰溪,lanxishi,lanxi,金华市,金华市,浙江,浙江
宝兴县,宝兴,baoxingxian,baoxing,雅安市,雅安市,四川,四川
安仁县,安仁,anrenxian,anren,郴州市,郴州市,湖南,湖南
许昌县,许昌,xuchangxian,xuchang,许昌市,许昌市,河南,河南
五台县,五台,wutaixian,wutai,忻州市,忻州市,山西,山西
洛南县,洛南,luonanxian,luonan,商洛市,商洛市,陕西,陕西
龙湾区,龙湾,longwanqu,longwan,温州市,温州市,浙江,浙江
镇安县,镇安,zhenanxian,zhenan,商洛市,商洛市,陕西,陕西
满洲里市,满洲里,manzhoulishi,manzhouli,呼伦贝尔市,呼伦贝尔市,内蒙古,内蒙古
石楼县,石楼,shilouxian,shilou,吕梁市,吕梁市,山西,山西
平罗县,平罗,pingluoxian,pingluo,石嘴山市,石嘴山市,宁夏,宁夏
淇县,淇县,qixian,qixian,鹤壁市,鹤壁市,河南,河南
黄岛区,黄岛区,jiaonanshi,jiaonan,青岛市,青岛市,山东,山东
平昌县,平昌,pingchangxian,pingchang,巴中市,巴中市,四川,四川
即墨市,即墨,jimoshi,jimo,青岛市,青岛市,山东,山东
罗山县,罗山,luoshanxian,luoshan,信阳市,信阳市,河南,河南
美兰区,美兰,meilanqu,meilan,海口市,海口市,海南,海南
彭山区,彭山,pengshanxian,pengshan,眉山市,眉山市,四川,四川
灵寿县,灵寿,lingshouxian,lingshou,石家庄市,石家庄市,河北,河北
信州区,信州,xinzhouqu,xinzhou,上饶市,上饶市,江西,江西
苍南县,苍南,cangnanxian,cangnan,温州市,温州市,浙江,浙江
大冶市,大冶,dayeshi,daye,黄石市,黄石市,湖北,湖北
石狮市,石狮,shishishi,shishi,泉州市,泉州市,福建,福建
开江县,开江,kaijiangxian,kaijiang,达州市,达州市,四川,四川
西湖区,西湖,xihuqu,xihu,杭州市,杭州市,浙江,浙江
晋江市,晋江,jinjiangshi,jinjiang,泉州市,泉州市,福建,福建
长安区,长安,changanqu,changan,西安市,西安市,陕西,陕西
越城区,越城,yuechengqu,yuecheng,绍兴市,绍兴市,浙江,浙江
兴山区,兴山,xingshanqu,xingshan,鹤岗市,鹤岗市,黑龙江,黑龙江
交城县,交城,jiaochengxian,jiaocheng,吕梁市,吕梁市,山西,山西
岭东区,岭东,lingdongqu,lingdong,双鸭山市,双鸭山市,黑龙江,黑龙江
万载县,万载,wanzaixian,wanzai,宜春市,宜春市,江西,江西
友好区,友好,youhaoqu,youhao,伊春市,伊春市,黑龙江,黑龙江
青田县,青田,qingtianxian,qingtian,丽水市,丽水市,浙江,浙江
岫岩满族自治县,岫岩满族,xiuyanmanzuzizhixian,xiuyanmanzu,鞍山市,鞍山市,辽宁,辽宁
永泰县,永泰,yongtaixian,yongtai,福州市,福州市,福建,福建
荔湾区,荔湾,liwanqu,liwan,广州市,广州市,广东,广东
休宁县,休宁,xiuningxian,xiuning,黄山市,黄山市,安徽,安徽
合山市,合山,heshanshi,heshan,来宾市,来宾市,广西,广西
衡山县,衡山,hengshanxian,hengshan,衡阳市,衡阳市,湖南,湖南
庆元县,庆元,qingyuanxian,qingyuan,丽水市,丽水市,浙江,浙江
诏安县,诏安,zhaoanxian,zhaoan,漳州市,漳州市,福建,福建
屏南县,屏南,pingnanxian,pingnan,宁德市,宁德市,福建,福建
汝城县,汝城,ruchengxian,rucheng,郴州市,郴州市,湖南,湖南
政和县,政和,zhenghexian,zhenghe,南平市,南平市,福建,福建
南康区,南康,nankangshi,nankang,赣州市,赣州市,江西,江西
淄川区,淄川,zichuanqu,zichuan,淄博市,淄博市,山东,山东
招远市,招远,zhaoyuanshi,zhaoyuan,烟台市,烟台市,山东,山东
凌河区,凌河,linghequ,linghe,锦州市,锦州市,辽宁,辽宁
凌源市,凌源,lingyuanshi,lingyuan,朝阳市,朝阳市,辽宁,辽宁
郎溪县,郎溪,langxixian,langxi,宣城市,宣城市,安徽,安徽
双塔区,双塔,shuangtaqu,shuangta,朝阳市,朝阳市,辽宁,辽宁
阳曲县,阳曲,yangquxian,yangqu,太原市,太原市,山西,山西
铁西区,铁西,tiexiqu,tiexi,沈阳市,沈阳市,辽宁,辽宁
甘井子区,甘井子,ganjingziqu,ganjingzi,大连市,大连市,辽宁,辽宁
太和区,太和,taihequ,taihe,锦州市,锦州市,辽宁,辽宁
徐汇区,徐汇,xuhuiqu,xuhui,上海市,上海市,上海,上海
红桥区,红桥,hongqiaoqu,hongqiao,天津市,天津市,天津,天津
北流市,北流,beiliushi,beiliu,玉林市,玉林市,广西,广西
兰陵县,兰陵,lanlingxian,lanling,临沂市,临沂市,山东,山东
曲阜市,曲阜,qufushi,qufu,济宁市,济宁市,山东,山东
九寨沟县,九寨沟,jiuzhaigouxian,jiuzhaigou,阿坝藏族羌族自治州,阿坝藏族羌族自治州,四川,四川
三原县,三原,sanyuanxian,sanyuan,咸阳市,咸阳市,陕西,陕西
于洪区,于洪,yuhongqu,yuhong,沈阳市,沈阳市,辽宁,辽宁
莒县,莒县,juxian,juxian,日照市,日照市,山东,山东
青阳县,青阳,qingyangxian,qingyang,池州市,池州市,安徽,安徽
邯山区,邯山,hanshanqu,hanshan,邯郸市,邯郸市,河北,河北
金台区,金台,jintaiqu,jintai,宝鸡市,宝鸡市,陕西,陕西
宜秀区,宜秀,yixiuqu,yixiu,安庆市,安庆市,安徽,安徽
大观区,大观,daguanqu,daguan,安庆市,安庆市,安徽,安徽
冷水滩区,冷水滩,lengshuitanqu,lengshuitan,永州市,永州市,湖南,湖南
零陵区,零陵,linglingqu,lingling,永州市,永州市,湖南,湖南
巫溪县,巫溪,wuxixian,wuxi,重庆市,重庆市,重庆,重庆
沾益区,沾益,zhanyixian,zhanyi,曲靖市,曲靖市,云南,云南
慈利县,慈利,cilixian,cili,张家界市,张家界市,湖南,湖南
珠晖区,珠晖,zhuhuiqu,zhuhui,衡阳市,衡阳市,湖南,湖南
南皮县,南皮,nanpixian,nanpi,沧州市,沧州市,河北,河北
遵化市,遵化,zunhuashi,zunhua,唐山市,唐山市,河北,河北
密云区,密云,miyunqu,miyun,北京市,北京市,北京,北京
祥云县,祥云,xiangyunxian,xiangyun,大理白族自治州,大理白族自治州,云南,云南
泰兴市,泰兴,taixingshi,taixing,泰州市,泰州市,江苏,江苏
靖远县,靖远,jingyuanxian,jingyuan,白银市,白银市,甘肃,甘肃
尧都区,尧都,yaodouqu,yaodou,临汾市,临汾市,山西,山西
开封市,开封,kaifengxian,kaifeng,开封市,开封市,河南,河南
平谷区,平谷,pingguqu,pinggu,北京市,北京市,北京,北京
郧阳区,郧阳,yunyangqu,yunyang,十堰市,十堰市,湖北,湖北
新泰市,新泰,xintaishi,xintai,泰安市,泰安市,山东,山东
无为县,无为,wuweixian,wuwei,芜湖市,芜湖市,安徽,安徽
辽阳县,辽阳,liaoyangxian,liaoyang,辽阳市,辽阳市,辽宁,辽宁
太湖县,太湖,taihuxian,taihu,安庆市,安庆市,安徽,安徽
寿县,寿县,shouxian,shouxian,淮南市,淮南市,安徽,安徽
西秀区,西秀,xixiuqu,xixiu,安顺市,安顺市,贵州,贵州
佳县,佳县,jiaxian,jiaxian,榆林市,榆林市,陕西,陕西
蕲春县,蕲春,qichunxian,qichun,黄冈市,黄冈市,湖北,湖北
荥阳市,荥阳,yingyangshi,yingyang,郑州市,郑州市,河南,河南
文水县,文水,wenshuixian,wenshui,吕梁市,吕梁市,山西,山西
积石山保安族东乡族撒拉族自治县,积石山保安族东乡族撒拉族,jishishanbaoanzudongxiangzusalazuzizhixian,jishishanbaoanzudongxiangzusalazu,临夏回族自治州,临夏回族自治州,甘肃,甘肃
颍上县,颍上,yingshangxian,yingshang,阜阳市,阜阳市,安徽,安徽
大悟县,大悟,dawuxian,dawu,孝感市,孝感市,湖北,湖北
东阿县,东阿,dongaxian,donga,聊城市,聊城市,山东,山东
仪征市,仪征,yizhengshi,yizheng,扬州市,扬州市,江苏,江苏
安宁区,安宁,anningqu,anning,兰州市,兰州市,甘肃,甘肃
小店区,小店,xiaodianqu,xiaodian,太原市,太原市,山西,山西
蓬莱市,蓬莱,penglaishi,penglai,烟台市,烟台市,山东,山东
凤城市,凤城,fengchengshi,fengcheng,丹东市,丹东市,辽宁,辽宁
利辛县,利辛,lixinxian,lixin,亳州市,亳州市,安徽,安徽
河曲县,河曲,hequxian,hequ,忻州市,忻州市,山西,山西
满城区,满城,manchengxian,mancheng,保定市,保定市,河北,河北
永靖县,永靖,yongjingxian,yongjing,临夏回族自治州,临夏回族自治州,甘肃,甘肃
卢龙县,卢龙,lulongxian,lulong,秦皇岛市,秦皇岛市,河北,河北
洪洞县,洪洞,hongdongxian,hongdong,临汾市,临汾市,山西,山西
仙桃市,仙桃,xiantaoshi,xiantao,仙桃市,仙桃市,湖北,湖北
余江县,余江,yujiangxian,yujiang,鹰潭市,鹰潭市,江西,江西
南溪区,南溪,nanxixian,nanxi,宜宾市,宜宾市,四川,四川
游仙区,游仙,youxianqu,youxian,绵阳市,绵阳市,四川,四川
榆树市,榆树,yushushi,yushu,长春市,长春市,吉林,吉林
梁园区,梁园,liangyuanqu,liangyuan,商丘市,商丘市,河南,河南
义县,义县,yixian,yixian,"锦州市 ","锦州市 ",辽宁,辽宁
宁陵县,宁陵,ninglingxian,ningling,商丘市,商丘市,河南,河南
汶上县,汶上,wenshangxian,wenshang,济宁市,济宁市,山东,山东
东明县,东明,dongmingxian,dongming,菏泽市,菏泽市,山东,山东
榆阳区,榆阳,yuyangqu,yuyang,榆林市,榆林市,陕西,陕西
相山区,相山,xiangshanqu,xiangshan,淮北市,淮北市,安徽,安徽
齐河县,齐河,qihexian,qihe,德州市,德州市,山东,山东
通州区,通州,tongzhouqu,tongzhou,南通市,南通市,江苏,江苏
宜州市,宜州,yizhoushi,yizhou,河池市,河池市,广西,广西
枣阳,枣阳,zaoyang,zaoyang,襄阳市,襄阳市,湖北,湖北
沙河市,沙河,shaheshi,shahe,邢台市,邢台市,河北,河北
香河县,香河,xianghexian,xianghe,廊坊市,廊坊市,河北,河北
兴城市,兴城,xingchengshi,xingcheng,葫芦岛市,葫芦岛市,辽宁,辽宁
萧县,萧县,xiaoxian,xiaoxian,宿州市,宿州市,安徽,安徽
泗县,泗县,sixian,sixian,宿州市,宿州市,安徽,安徽
宁津县,宁津,ningjinxian,ningjin,德州市,德州市,山东,山东
新密市,新密,xinmishi,xinmi,郑州市,郑州市,河南,河南
始兴县,始兴,shixingxian,shixing,韶关市,韶关市,广东,广东
五原县,五原,wuyuanxian,wuyuan,巴彦淖尔市,巴彦淖尔市,内蒙古,内蒙古
大丰区,大丰,dafengshi,dafeng,盐城市,盐城市,江苏,江苏
黄梅县,黄梅,huangmeixian,huangmei,黄冈市,黄冈市,湖北,湖北
太仓市,太仓,taicangshi,taicang,苏州市,苏州市,江苏,江苏
芙蓉区,芙蓉,furongqu,furong,长沙市,长沙市,湖南,湖南
息烽县,息烽,xifengxian,xifeng,贵阳市,贵阳市,贵州,贵州
昌平区,昌平,changpingqu,changping,北京市,北京市,北京,北京
广德县,广德,guangdexian,guangde,宣城市,宣城市,安徽,安徽
