zstate1,zcity3,推理,省,市全称,市简称,区全称,区简称,翻译过程,province,province_clean,city,cityshort,town,townshort,provinceshortname,provincename,cityname,cityshortname,citypinyin,cityshortpinyin,provincepinyin,11
liaoning,dengta,liaoning指辽宁，无需修改。dengta指辽宁的灯塔市，灯塔市是县级市，所属地级行政是辽阳市，全称辽阳市，简称辽阳。灯塔市全称灯塔市，简称灯塔,辽宁,辽阳市,辽阳,灯塔市,灯塔,,liaoning,liaoning,liaoyangshi,liaoyang,dengtaoshi,dengtao,辽宁省,辽宁,辽阳市,辽阳,liaoyangshi,Liaoyang,Liaoning,
yunnan,yulong naxi autonomous county,yunnan指云南，无需修改。yulong naxi autonomous county指云南丽江市的玉龙纳西族自治县，所属地级行政是丽江市，全称丽江市，简称丽江。玉龙纳西族自治县全称玉龙纳西族自治县，简称玉龙,云南,丽江市,丽江,玉龙纳西族自治县,玉龙,,yunnan,yunnan,lijiangshi,lijiang,yulongnaxizuzi zhixian,yulong,云南省,云南,丽江市,丽江,lijiangshi,Lijiang,Yunnan,
yunnan,ninglang yizu aut county,yunnan指云南，无需修改。ninglang yizu aut county指云南的宁蒗彝族自治县，所属地级行政区是丽江市，全称丽江市，简称丽江。宁蒗彝族自治县全称宁蒗彝族自治县，简称宁蒗,云南,丽江市,丽江,宁蒗彝族自治县,宁蒗,,yunnan,yunnan,lijiangshi,lijiang,ninglangyizuzizhixian,ninglang,云南省,云南,丽江市,丽江,lijiangshi,Lijiang,Yunnan,
yunnan,gengma daizu vazu aut county,yunnan指云南，无需修改。gengma daizu vazu aut county指云南临沧的耿马傣族佤族自治县，所属地级行政区是临沧市，全称临沧市，简称临沧。耿马傣族佤族自治县全称耿马傣族佤族自治县，简称耿马,云南,临沧市,临沧,耿马傣族佤族自治县,耿马,,yun nan,yunnan,lin cang shi,lin cang,geng ma dai zu wa zu zi zhi xian,geng ma,云南省,云南,临沧市,临沧,lincangshi,Lincang,Yunnan,
yunnan,wujiaying,yunnan指云南，无需修改。wujiaying指云南临沧市的凤庆县勐佑镇乌家营村，所属地级行政区是临沧市，全称临沧市，简称临沧。乌家营村隶属勐佑镇，勐佑镇隶属凤庆县，凤庆县隶属临沧市，乌家营村作为区信息不准确，填充为null,云南,临沧市,临沧,null,null,,yun nan,yunnan,lincangshi,lincang,null,null,云南省,云南,临沧市,临沧,lincangshi,Lincang,Yunnan,
yunnan,cangyuan va autonomous county,yunnan指云南，无需修改。cangyuan va autonomous county指云南的沧源佤族自治县，所属地级行政是临沧市，全称临沧市，简称临沧。沧源佤族自治县全称沧源佤族自治县，简称沧源,云南,临沧市,临沧,沧源佤族自治县,沧源,,yunnan,yunnan,lincangshi,lincang,cangyuanwazuziqu,cangyuan,云南省,云南,临沧市,临沧,lincangshi,Lincang,Yunnan,
shanxi,qin county,shanxi指山西，无需修改。qin county指山西临汾市的沁县，所属地级行政是临汾市，全称临汾市，简称临汾。沁县全称沁县，简称沁。,山西,临汾市,临汾,沁县,沁,,shanxi,shanxi,linfen shi,linfen,qin xian,qin,山西省,山西,临汾市,临汾,linfenshi,Linfen,Shanxi,
shanxi,ji county,shanxi指山西，无需修改。ji county指山西临汾的吉县，所属地级行政区是临汾市，全称临汾市，简称临汾。吉县全称吉县，简称吉,山西,临汾市,临汾,吉县,吉,,shanxi,shanxi,linfenshi,linfen,jixian,ji,山西省,山西,临汾市,临汾,linfenshi,Linfen,Shanxi,
gansu,dongxiangzu aut county,gansu指甘肃，无需修改。dongxiangzu aut county指甘肃临夏回族自治州的东乡族自治县，所属地级行政区是临夏回族自治州，全称临夏回族自治州，简称临夏。东乡族自治县全称东乡族自治县，简称东乡,甘肃,临夏回族自治州,临夏,东乡族自治县,东乡,,gansu,gansu,linxiahuizuzi zhizhou,linxia,dongxiangzuzi zhixian,dongxiang,甘肃省,甘肃,临夏回族自治州,临夏,linxiahuizuzizhizhou,Linxia,Gansu,
shandong,tancheng town,shandong指山东，无需修改。tancheng town所在的山东县级行政区是郯城县，所属地级行政是临沂市，全称临沂市，简称临沂。郯城县全称郯城县，简称郯城，填充到区。,山东,临沂市,临沂,郯城县,郯城,山东拼音shandong，临沂市拼音linyishi，临沂拼音linyi，郯城县拼音tanchengxian，郯城拼音tancheng,shandong,shandong,linyishi,linyi,tanchengxian,tancheng,山东省,山东,临沂市,临沂,linyishi,Linyi,Shandong,
zhejiang,jingning she autonomous county,zhejiang指浙江，无需修改。jingning she autonomous county指浙江的景宁畲族自治县，景宁畲族自治县是县级行政区，所属地级行政区是丽水市，全称丽水市，简称丽水。景宁畲族自治县全称景宁畲族自治县，简称景宁，填充到区。,浙江,丽水市,丽水,景宁畲族自治县,景宁,,zhejiang,zhejiang,lishuishi,lishui,jingningshezuzi zhixian,jingning,浙江省,浙江,丽水市,丽水,lishuishi,Lishui,Zhejiang,
anhui,yu an district,anhui指安徽，无需修改。yu an district指安徽六安市的裕安区，所属地级行政是六安市，全称六安市，简称六安。裕安区全称裕安区，简称裕安,安徽,六安市,六安,裕安区,裕安,安徽拼音anhui，六安市拼音liuan shi，六安拼音liuan，裕安区拼音yu'anqu，裕安拼音yu'an,anhui,anhui,liuan shi,liuan,yu'anqu,yu'an,安徽省,安徽,六安市,六安,liuanshi,Luan,Anhui,
guizhou,liuzhi special district,guizhou指贵州，无需修改。liuzhi special district指贵州六盘水市的六枝特区，六盘水市是地级行政区，全称六盘水市，简称六盘水。六枝特区全称六枝特区，简称六枝,贵州,六盘水市,六盘水,六枝特区,六枝,贵州拼音guizhou，六盘水市拼音liupanshuishi，六盘水拼音liupanshui，六枝特区拼音liuzhitequ，六枝拼音liuzhi,guizhou,guizhou,liupanshuishi,liupanshui,liuzhitequ,liuzhi,贵州省,贵州,六盘水市,六盘水,liupanshuishi,Liupanshui,Guizhou,
guangxi zhuang,rong an,guangxi zhuang指广西壮族自治区，无需修改。rong an指广西的融安县，融安县是县级行政区划，所属地级行政区是柳州市，全称柳州市，简称柳州。融安县全称融安县，简称融安，填充到区。,广西壮族自治区,柳州市,柳州,融安县,融安,广西壮族自治区拼音guangxizhuangzuzizhiqu，柳州市拼音liuzhoushi，柳州拼音liuzhou，融安县拼音ronganxian，融安拼音rongan,guangxizhuangzuzizhiqu,guangxi,liuzhoushi,liuzhou,ronganxian,rongan,广西省,广西,柳州市,柳州,liuzhoushi,Liuzhou,Guangxi,
guangxi zhuang,sanjiang dong autonomous county,guangxi zhuang指广西壮族自治区，无需修改。sanjiang dong autonomous county指广西壮族自治区的三江侗族自治县，三江侗族自治县是县级行政单位，所属地级行政区是柳州市，全称柳州市，简称柳州。三江侗族自治县全称三江侗族自治县，简称三江，填充到区。,广西壮族自治区,柳州市,柳州,三江侗族自治县,三江,,guangxizhuangzuzizhiqu,guangxi,liuzhoushi,liuzhou,sanjiangdongzuzizhixian,sanjiang,广西省,广西,柳州市,柳州,liuzhoushi,Liuzhou,Guangxi,
gansu,kang county,gansu指甘肃，无需修改。kang county指甘肃陇南的康县，所属地级行政是陇南市，全称陇南市，简称陇南。康县全称康县，简称康县,甘肃,陇南市,陇南,康县,康县,甘肃拼音gansu，陇南市拼音longnanshi，陇南拼音longnan，康县拼音kangxian，康县拼音kangxian,gansu,gansu,longnanshi,longnan,kangxian,kangxian,甘肃省,甘肃,陇南市,陇南,longnanshi,Longnan,Gansu,
gansu,tanchang county,gansu指甘肃，无需修改。tanchang county指甘肃的宕昌县，所属地级行政是陇南市，全称陇南市，简称陇南。宕昌县全称宕昌县，简称宕昌,甘肃,陇南市,陇南,宕昌县,宕昌,,gansu,gansu,longnanshi,longnan,tanchangxian,tanchang,甘肃省,甘肃,陇南市,陇南,longnanshi,Longnan,Gansu,
gansu,hui county,gansu指甘肃，无需修改。hui county指甘肃的徽县，徽县是县级市，所属地级行政区是陇南市，全称陇南市，简称陇南。徽县全称徽县，简称徽县，填充到区。,甘肃,陇南市,陇南,徽县,徽县,,gansu,gansu,longnanshi,longnan,huixian,huixian,甘肃省,甘肃,陇南市,陇南,longnanshi,Longnan,Gansu,
gansu,wen county,gansu指甘肃，无需修改。wen county指甘肃陇南市的文县，所属地级行政是陇南市，全称陇南市，简称陇南。文县全称文县，简称文，填充到区。,甘肃,陇南市,陇南,文县,文,,gansu,gansu,longnanshi,longnan,wenxian,wen,甘肃省,甘肃,陇南市,陇南,longnanshi,Longnan,Gansu,
henan,chanhe hui district,henan指河南，符合格式无需修改。chanhe hui district指河南的瀍河回族区，瀍河回族区是县级行政单位，所属地级行政区是洛阳市，全称洛阳市，简称洛阳。瀍河回族区全称瀍河回族区，简称瀍河，填充到区。,河南,洛阳市,洛阳,瀍河回族区,瀍河,,henan,henan,luoyangshi,luoyang,chanhehuizuqu,chanhe,河南省,河南,洛阳市,洛阳,luoyangshi,Luoyang,Henan,
henan,song county,henan指河南，无需修改。song county指河南的嵩县，嵩县所属地级行政区是洛阳市，全称洛阳市，简称洛阳。嵩县全称嵩县，简称嵩县,河南,洛阳市,洛阳,嵩县,嵩县,,henan,henan,luoyangshi,luoyang,songxian,songxian,河南省,河南,洛阳市,洛阳,luoyangshi,Luoyang,Henan,
sichuan,lu county,sichuan指四川，无需修改。lu county指四川泸州的泸县，泸县是县级市，所属地级行政区是泸州市，全称泸州市，简称泸州。泸县全称泸县，简称泸县，填充到区。,四川,泸州市,泸州,泸县,泸县,,sichuan,sichuan,luzhoushi,luzhou,luxian,luxian,四川省,四川,泸州市,泸州,luzhoushi,Luzhou,Sichuan,
shanxi,lan county,shanxi指山西，无需修改。lan county指山西吕梁市的岚县，吕梁市是地级行政区，全称吕梁市，简称吕梁。岚县全称岚县，简称岚,山西,吕梁市,吕梁,岚县,岚,,shanxi,shanxi,luliangshi,luliang,lanxian,lan,山西省,山西,吕梁市,吕梁,lvliangshi,Luliang,Shanxi,
anhui,he county,anhui指安徽，无需修改。he county指安徽的和县，所属地级行政区是马鞍山市，全称马鞍山市，简称马鞍山。和县全称和县，简称和,安徽,马鞍山市,马鞍山,和县,和,,anhui,anhui,maanshanshi,maanshan,hexian,he,安徽省,安徽,马鞍山市,马鞍山,maanshanshi,Maanshan,Anhui,
sichuan,beichuan qiang autonomous county,sichuan指四川，无需修改。beichuan qiang autonomous county指四川绵阳的北川羌族自治县，所属地级行政区是绵阳市，全称绵阳市，简称绵阳。北川羌族自治县全称北川羌族自治县，简称北川,四川,绵阳市,绵阳,北川羌族自治县,北川,,sichuan,sichuan,mianyangshi,mianyang,beichuan qiangzu zizhixian,beichuan,四川省,四川,绵阳市,绵阳,mianyangshi,Mianyang,Sichuan,
sichuan,fucheng district,sichuan指四川，无需修改。fucheng district指四川的绵阳市涪城区，所属地级行政区是绵阳市，全称绵阳市，简称绵阳。涪城区全称涪城区，简称涪城,四川,绵阳市,绵阳,涪城区,涪城,,sichuan,sichuan,mianyang shi,mianyang,fu chengqu,fu cheng,四川省,四川,绵阳市,绵阳,mianyangshi,Mianyang,Sichuan,
heilongjiang,dongan district,heilongjiang指黑龙江，无需修改。dongan district指黑龙江牡丹江市的东安区，牡丹江市是地级行政区，全称牡丹江市，简称牡丹江。东安区全称东安区，简称东安,黑龙江,牡丹江市,牡丹江,东安区,东安,黑龙江拼音heilongjiang，牡丹江市拼音mudanjiangshi，牡丹江拼音mudanjiang，东安区拼音donganqu，东安拼音dongan,heilongjiang,heilongjiang,mudanjiangshi,mudanjiang,donganqu,dongan,黑龙江省,黑龙江,牡丹江市,牡丹江,mudanjiangshi,Mudanjiang,Heilongjiang,
jiangxi,honggutan district,jiangxi指江西，符合格式无需修改。honggutan district在江西指南昌市的红谷滩区，所属地级行政区是南昌市，全称南昌市，简称南昌。红谷滩区全称红谷滩区，简称红谷滩。,江西,南昌市,南昌,红谷滩区,红谷滩,江西拼音jiangxi，南昌市拼音nanchangshi，南昌拼音nanchang，红谷滩区拼音honggutanqu，红谷滩拼音honggutan,jiangxi,jiangxi,nanchangshi,nanchang,honggutanqu,honggutan,江西省,江西,南昌市,南昌,nanchangshi,Nanchang,Jiangxi,
jiangsu,yuhuatai district,jiangsu指江苏省，全称江苏省，简称江苏。yuhuatai district指江苏的南京市雨花台区，所属地级行政区是南京市，全称南京市，简称南京。雨花台区全称雨花台区，简称雨花台,江苏省,南京市,南京,雨花台区,雨花台,,jiangsusheng,jiangsusheng,nanjing shi,nanjing,yuhuatai qu,yuhuatai,江苏省,江苏,南京市,南京,nanjingshi,nanjing,Jiangsu,
jiangsu,nanjing,jiangsu指江苏，无需修改。nanjing指江苏的南京市，南京市是地级行政区，全称南京市，简称南京。输入没有提供地区名，填充为null。,江苏,南京市,南京,null,null,,jiangsu,jiangsu,nanjing shi,nanjing,null,null,江苏省,江苏,南京市,南京,nanjingshi,nanjing,Jiangsu,
guangxi zhuang,xixiangtang district,guangxi zhuang指广西壮族自治区，全称广西壮族自治区，简称广西。xixiangtang district在广西壮族自治区指南宁市的西乡塘区，所属地级行政区是南宁市，全称南宁市，简称南宁。西乡塘区全称西乡塘区，简称西乡塘。,广西壮族自治区,南宁市,南宁,西乡塘区,西乡塘,广西壮族自治区拼音guangxizhuangzuzizhiqu，南宁市拼音nanningshi，南宁拼音nanning，西乡塘区拼音xixiangtangqu，西乡塘拼音xixiangtang,guangxizhuangzuzizhiqu,guangxi,nanningshi,nanning,xixiangtangqu,xixiangtang,广西省,广西,南宁市,南宁,nanningshi,Nanning,Guangxi,
guangxi zhuang,du an yao autonomous county,guangxi zhuang指广西壮族自治区，全称广西壮族自治区，简称广西。du an yao autonomous county指广西壮族自治区南宁市都安瑶族自治县，所属地级行政区是南宁市，全称南宁市，简称南宁。都安瑶族自治县全称都安瑶族自治县，简称都安,广西壮族自治区,南宁市,南宁,都安瑶族自治县,都安,,guangxi zhuangzu zizhiqu,guangxi,nanning shi,nanning,dou'an yaozu zizhixian,dou'an,广西省,广西,南宁市,南宁,nanningshi,Nanning,Guangxi,
fujian,fuan,fujian指福建，无需修改。fuan指福建的福安市，福安市是县级市，所属地级行政区是宁德市，全称宁德市，简称宁德。福安市全称福安市，简称福安，填充到区。,福建,宁德市,宁德,福安市,福安,福建拼音fujian，宁德市拼音ningdeshi，宁德拼音ningde，福安市拼音fuanshi，福安拼音fuan,fujian,fujian,ningdeshi,ningde,fuanshi,fuan,福建省,福建,宁德市,宁德,ningdeshi,Ningde,Fujian,
fujian,fu an,fujian指福建，无需修改。fu an指福建的福安市，福安市是县级市，所属地级行政区是宁德市，全称宁德市，简称宁德。福安市全称福安市，简称福安,福建,宁德市,宁德,福安市,福安,,fujian,fujian,ningdeshi,ningde,fuanxian,fuan,福建省,福建,宁德市,宁德,ningdeshi,Ningde,Fujian,
yunnan,lanping bai and pumi autonomous county,yunnan指云南，无需修改。lanping bai and pumi autonomous county指云南的兰坪白族普米族自治县，所属地级行政区是怒江州，全称怒江傈僳族自治州，简称怒江。兰坪白族普米族自治县全称兰坪白族普米族自治县，简称兰坪,云南,怒江傈僳族自治州,怒江,兰坪白族普米族自治县,兰坪,,yunnan,yunnan,nujianglisuzuizhizhou,nujiang,lanpingbaizupumizuizhixian,lanping,云南省,云南,怒江傈僳族自治州,怒江,nujianglisuzuzizhizhou,Nujiang,Yunnan,
liaoning,liaobin,liaoning指辽宁，无需修改。liaobin指辽宁盘锦市的辽滨沿海经济区，盘锦市是地级行政区，全称盘锦市，简称盘锦。辽滨沿海经济区所在的大洼区，全称大洼区，简称大洼，填充到区。,辽宁,盘锦市,盘锦,大洼区,大洼,,liaoning,liaoning,panjinshi,panjin,dawaqu,dawa,辽宁省,辽宁,盘锦市,盘锦,panjinshi,Panjin,Liaoning,
